item_number, item_title, payment_method, postal_code, shipping_method, sales_price, selling_state, best_offer, bin_available, start_time, end_time, listing_type, returns_accepted, condition, top_rated, seller, feedback_percentage, feedback_score, description
174110116391,6 Pack 25 Ounces Square Glass Jars with Airtight Lid Wide Mouth Preserving Jar ,PayPal,00000,Free,27.0,EndedWithoutSales,false,false,2019-11-30T10:48:22.000Z,2019-11-28T22:59:00.000Z,FixedPrice,false,3000,false,nguyelan-85,,0,580
333415870579,Coors Light Cooler Bag,PayPal,T8V***,Calculated,18.81,EndedWithoutSales,true,false,2019-11-30T08:38:24.000Z,2019-11-28T21:47:17.000Z,FixedPrice,false,3000,false,purethrift,,0,106
333415868109,Molson Canadian Beer Skate Mug,PayPal,T8V***,Calculated,10.38,EndedWithoutSales,true,false,2019-11-30T08:36:48.000Z,2019-11-28T21:47:11.000Z,FixedPrice,false,3000,false,purethrift,,0,87
392559749661,Custom Handmade D2 Steel Hunting Knife,PayPal,*****,Free,42.99,EndedWithoutSales,true,false,2019-11-30T03:47:22.000Z,2019-11-28T16:42:25.000Z,FixedPrice,true,1000,false,dama-9278,100,1,2692
362831174572,Disney Magic Band Haunted Mansion Limited Release Purple Wallpaper Glow,PayPal,570**,FlatDomesticCalculatedInternational,69.99,EndedWithoutSales,true,false,2019-11-30T01:51:11.000Z,2019-11-29T01:56:06.000Z,FixedPrice,false,1000,false,jopuch-35,,0,194
352871179533,IBK 2000 soles,PayPal,00000,FreePickup,460.0,EndedWithSales,false,false,2019-11-30T00:09:44.000Z,2019-11-29T00:23:08.000Z,FixedPrice,false,6000,false,pru223,,0,21
113992259154,Foldable 6 Player Poker Table 100% Pre-assembled Ideal Size for Com,PayPal,00000,Free,162.12,EndedWithoutSales,false,false,2019-11-29T16:11:54.000Z,2019-11-28T17:09:13.000Z,StoreInventory,true,1000,false,davinci.ecom-08,,0,3655
113992259194,10-Player Poker Table No Assembly Required,PayPal,00000,Free,185.28,EndedWithoutSales,false,false,2019-11-29T16:11:17.000Z,2019-11-28T17:09:27.000Z,StoreInventory,true,1000,false,davinci.ecom-08,,0,2876
303382871660,JoJos Bizarre Adventure Doujin 3D Mousepad,PayPal,00000,Free,19.99,EndedWithoutSales,false,false,2019-11-29T13:00:10.000Z,2019-11-29T01:04:41.000Z,FixedPrice,true,1000,false,gobj3515,,0,268
401975703010,Swiss Army Knife Mens Pocket Knife Small Folding Camping Mini Survival Tool Gift,PayPal,00000,Free,12.99,EndedWithoutSales,true,false,2019-11-29T11:55:09.000Z,2019-11-28T21:18:04.000Z,FixedPrice,true,1000,false,yorozu49,,0,7367
352870063940,Topps Star Wars Digital Card Trader B&W Battle Ready 2 Anakin And Obi Wan,PayPal,K8N***,Free,3.01,EndedWithoutSales,true,false,2019-11-29T11:51:42.000Z,2019-11-28T19:56:25.000Z,FixedPrice,false,1000,false,monkeyrinkles,100,4,129
352869990699,Topps Star Wars Card Trader Base Series 5 Bronze Jango Fett (CC 187),PayPal,K8N***,Free,6.01,EndedWithoutSales,true,false,2019-11-29T10:15:25.000Z,2019-11-28T19:56:36.000Z,FixedPrice,false,1000,false,monkeyrinkles,100,4,129
